text,author
"Anyone who stops learning is old, whether at twenty or eighty. Anyone who keeps learning stays young. The greatest thing in life is to keep your mind young.",Henry Ford
"When everything seems to be going against you, remember that the airplane takes off against the wind, not with it.",Henry Ford
Quality means doing it right when no one is looking.,Henry Ford
"If money is your hope for independence you will never have it. The only real security that a man will have in this world is a reserve of knowledge, experience, and ability.",Henry Ford
"Life is a series of experiences, each one of which makes us bigger, even though sometimes it is hard to realize this. For the world was built to develop character, and we must learn that the setbacks and grieves which we endure help us in our marching onward.",Henry Ford
"Don't find fault, find a remedy.",Henry Ford
You can't build a reputation on what you are going to do.,Henry Ford
"It is well enough that people of the nation do not understand our banking and monetary system, for if they did, I believe there would be a revolution before tomorrow morning.",Henry Ford
Even a mistake may turn out to be the one thing necessary to a worthwhile achievement.,Henry Ford
Obstacles are those frightful things you see when you take your eyes off your goal.,Henry Ford
"Enthusiasm is the yeast that makes your hopes shine to the stars. Enthusiasm is the sparkle in your eyes, the swing in your gait. The grip of your hand, the irresistible surge of will and energy to execute your ideas.",Henry Ford
"If everyone is moving forward together, then success takes care of itself.",Henry Ford
"If you think you can do a thing or think you can't do a thing, you're right.",Henry Ford
Most people spend more time and energy going around problems than in trying to solve them.,Henry Ford
Nothing is particularly hard if you divide it into small jobs.,Henry Ford
My best friend is the one who brings out the best in me.,Henry Ford
A business absolutely devoted to service will have only one worry about profits. They will be embarrassingly large.,Henry Ford
"Thinking is the hardest work there is, which is probably the reason why so few engage in it.",Henry Ford
"If there is any one secret of success, it lies in the ability to get the other person's point of view and see things from that person's angle as well as from your own.",Henry Ford
"Whatever you have, you must either use or lose.",Henry Ford
"The only real security that a man can have in this world is a reserve of knowledge, experience and ability.",Henry Ford
"The man who will use his skill and constructive imagination to see how much he can give for a dollar, instead of how little he can give for a dollar, is bound to succeed.",Henry Ford
"Whether you think that you can, or that you can't, you are usually right.",Henry Ford
"The competitor to be feared is one who never bothers about you at all, but goes on making his own business better all the time.",Henry Ford
"The highest use of capital is not to make more money, but to make money do more for the betterment of life.",Henry Ford
What you get by achieving your goals is not as important as what you become by achieving your goals.,Zig Ziglar
"The foundation stones for a balanced success are honesty, character, integrity, faith, love and loyalty.",Zig Ziglar
"It's not the situation, but whether we react negative or respond positive to the situation that is important.",Zig Ziglar
"With integrity, you have nothing to fear, since you have nothing to hide. With integrity, you will do the right thing, so you will have no guilt.",Zig Ziglar
"If people like you, they'll listen to you, but if they trust you, they'll do business with you.",Zig Ziglar
"Your attitude, not your aptitude, will determine your altitude.",Zig Ziglar
"You were born to win, but to be a winner, you must plan to win, prepare to win, and expect to win.",Zig Ziglar
"Be grateful for what you have and stop complaining - it bores everybody else, does you no good, and doesn't solve any problems.",Zig Ziglar
"You were designed for accomplishment, engineered for success, and endowed with the seeds of greatness.",Zig Ziglar
"People are basically the same the world over. Everybody wants the same things - to be happy, to be healthy, to be at least reasonably prosperous, and to be secure. They want friends, peace of mind, good family relationships, and hope that tomorrow is going to be even better than today.",Zig Ziglar
"It was character that got us out of bed, commitment that moved us into action, and discipline that enabled us to follow through.",Zig Ziglar
Positive thinking will let you do everything better than negative thinking will.,Zig Ziglar
Honesty and integrity are absolutely essential for success in life - all areas of life. The really good news is that anyone can develop both honesty and integrity.,Zig Ziglar
"People often say that motivation doesn't last. Well, neither does bathing - that's why we recommend it daily.",Zig Ziglar
You don't drown by falling into water. You only drown if you stay there.,Zig Ziglar
"When you encourage others, you in the process are encouraged because you're making a commitment and difference in that person's life. Encouragement really does make a difference.",Zig Ziglar
"It is true that integrity alone won't make you a leader, but without integrity you will never be one.",Zig Ziglar
"You don't have to be great to start, but you have to start to be great.",Zig Ziglar
"Research indicates that employees have three prime needs: Interesting work, recognition for doing a good job, and being let in on things that are going on in the company.",Zig Ziglar
"Gratitude is the healthiest of all human emotions. The more you express gratitude for what you have, the more likely you will have even more to express gratitude for.",Zig Ziglar
Outstanding people have one thing in common: An absolute sense of mission.,Zig Ziglar
"Personal discipline, when it becomes a way of life in our personal, family, and career lives, will enable us to do some incredible things.",Zig Ziglar
You never know when a moment and a few sincere words can have an impact on a life.,Zig Ziglar
You cannot climb the ladder of success dressed in the costume of failure.,Zig Ziglar
"If you can dream it, then you can achieve it. You will get all you want in life if you help enough other people get what they want.",Zig Ziglar
Try to look at your weakness and convert it into your strength. That's success.,Zig Ziglar
"Look deep into nature, and then you will understand everything better.",Albert Einstein
"Learn from yesterday, live for today, hope for tomorrow. The important thing is not to stop questioning.",Albert Einstein
The most beautiful thing we can experience is the mysterious. It is the source of all true art and science.,Albert Einstein
The true sign of intelligence is not knowledge but imagination.,Albert Einstein
It is the supreme art of the teacher to awaken joy in creative expression and knowledge.,Albert Einstein
"Only two things are infinite, the universe and human stupidity, and I'm not sure about the former.",Albert Einstein
"Life is like riding a bicycle. To keep your balance, you must keep moving.",Albert Einstein
A person who never made a mistake never tried anything new.,Albert Einstein
Weakness of attitude becomes weakness of character.,Albert Einstein
"To raise new questions, new possibilities, to regard old problems from a new angle, requires creative imagination and marks real advance in science.",Albert Einstein
We cannot solve our problems with the same thinking we used when we created them.,Albert Einstein
Our task must be to free ourselves by widening our circle of compassion to embrace all living creatures and the whole of nature and its beauty.,Albert Einstein
Most people say that it is the intellect which makes a great scientist. They are wrong: it is character.,Albert Einstein
"The world is a dangerous place to live; not because of the people who are evil, but because of the people who don't do anything about it.",Albert Einstein
Do not worry about your difficulties in Mathematics. I can assure you mine are still greater.,Albert Einstein
"If we knew what it was we were doing, it would not be called research, would it?",Albert Einstein
Education is what remains after one has forgotten what one has learned in school.,Albert Einstein
"Once we accept our limits, we go beyond them.",Albert Einstein
"Pure mathematics is, in its way, the poetry of logical ideas.",Albert Einstein
Whoever is careless with the truth in small matters cannot be trusted with important matters.,Albert Einstein
I have no special talent. I am only passionately curious.,Albert Einstein
The important thing is not to stop questioning. Curiosity has its own reason for existing.,Albert Einstein
"I think and think for months and years. Ninety-nine times, the conclusion is false. The hundredth time I am right.",Albert Einstein
"Try not to become a man of success, but rather try to become a man of value.",Albert Einstein
There are two ways to live: you can live as if nothing is a miracle; you can live as if everything is a miracle.,Albert Einstein
Any man who can drive safely while kissing a pretty girl is simply not giving the kiss the attention it deserves.,Albert Einstein
No man will make a great leader who wants to do it all himself or get all the credit for doing it.,Andrew Carnegie
There is little success where there is little laughter.,Andrew Carnegie
"People who are unable to motivate themselves must be content with mediocrity, no matter how impressive their other talents.",Andrew Carnegie
You cannot push any one up a ladder unless he be willing to climb a little himself.,Andrew Carnegie
"Concentrate your energies, your thoughts and your capital. The wise man puts all his eggs in one basket and watches the basket.",Andrew Carnegie
"The average person puts only 25% of his energy and ability into his work. The world takes off its hat to those who put in more than 50% of their capacity, and stands on its head for those few and far between souls who devote 100%.",Andrew Carnegie
The man who acquires the ability to take full possession of his own mind may take possession of anything else to which he is justly entitled.,Andrew Carnegie
Do not look for approval except for the consciousness of doing your best.,Andrew Carnegie
The way to become rich is to put all your eggs in one basket and then watch that basket.,Andrew Carnegie
"Think of yourself as on the threshold of unparalleled success. A whole, clear, glorious life lies before you. Achieve! Achieve!",Andrew Carnegie
Do your duty and a little more and the future will take care of itself.,Andrew Carnegie
"As I grow older, I pay less attention to what men say. I just watch what they do.",Andrew Carnegie
"I shall argue that strong men, conversely, know when to compromise and that all principles can be compromised to serve a greater principle.",Andrew Carnegie
"Concentration is my motto - first honesty, then industry, then concentration.",Andrew Carnegie
Surplus wealth is a sacred trust which its possessor is bound to administer in his lifetime for the good of the community.,Andrew Carnegie
"And while the law of competition may be sometimes hard for the individual, it is best for the race, because it ensures the survival of the fittest in every department.",Andrew Carnegie
Aim for the highest.,Andrew Carnegie
"The first man gets the oyster, the second man gets the shell.",Andrew Carnegie
No person will make a great business who wants to do it all himself or get all the credit.,Andrew Carnegie
Immense power is acquired by assuring yourself in your secret reveries that you were born to control affairs.,Andrew Carnegie
"The 'morality of compromise' sounds contradictory. Compromise is usually a sign of weakness, or an admission of defeat. Strong men don't compromise, it is said, and principles should never be compromised.",Andrew Carnegie
The men who have succeeded are men who have chosen one line and stuck to it.,Andrew Carnegie
I resolved to stop accumulating and begin the infinitely more serious and difficult task of wise distribution.,Andrew Carnegie
You must capture and keep the heart of the original and supremely able man before his brain can do its best.,Andrew Carnegie
Every act you have ever performed since the day you were born was performed because you wanted something.,Andrew Carnegie
He that cannot reason is a fool. He that will not is a bigot. He that dare not is a slave.,Andrew Carnegie
An investment in knowledge pays the best interest.,Benjamin Franklin
"Without continual growth and progress, such words as improvement, achievement, and success have no meaning.",Benjamin Franklin
Tell me and I forget. Teach me and I remember. Involve me and I learn.,Benjamin Franklin
"By failing to prepare, you are preparing to fail.",Benjamin Franklin
Well done is better than well said.,Benjamin Franklin
"We are all born ignorant, but one must work hard to remain stupid.",Benjamin Franklin
"Without freedom of thought, there can be no such thing as wisdom - and no such thing as public liberty without freedom of speech.",Benjamin Franklin
"It takes many good deeds to build a good reputation, and only one bad one to lose it.",Benjamin Franklin
Energy and persistence conquer all things.,Benjamin Franklin
Beware of little expenses. A small leak will sink a great ship.,Benjamin Franklin
Your net worth to the world is usually determined by what remains after your bad habits are subtracted from your good ones.,Benjamin Franklin
"Remember not only to say the right thing in the right place, but far more difficult still, to leave unsaid the wrong thing at the tempting moment.",Benjamin Franklin
Wine is constant proof that God loves us and loves to see us happy.,Benjamin Franklin
"Tricks and treachery are the practice of fools, that don't have brains enough to be honest.",Benjamin Franklin
Life's tragedy is that we get old too soon and wise too late.,Benjamin Franklin
The doorstep to the temple of wisdom is a knowledge of our own ignorance.,Benjamin Franklin
One today is worth two tomorrows.,Benjamin Franklin
They who can give up essential liberty to obtain a little temporary safety deserve neither liberty nor safety.,Benjamin Franklin
"We must, indeed, all hang together or, most assuredly, we shall all hang separately.",Benjamin Franklin
Honesty is the best policy.,Benjamin Franklin
The Constitution only gives people the right to pursue happiness. You have to catch it yourself.,Benjamin Franklin
"When the well is dry, they know the worth of water.",Benjamin Franklin
He that is good for making excuses is seldom good for anything else.,Benjamin Franklin
"In this world nothing can be said to be certain, except death and taxes.",Benjamin Franklin
"To succeed, jump as quickly at opportunities as you do at conclusions.",Benjamin Franklin
Hide not your talents. They for use were made. What's a sundial in the shade?,Benjamin Franklin
I have learned that success is to be measured not so much by the position that one has reached in life as by the obstacles which he has had to overcome while trying to succeed.,Booker T. Washington
Success in life is founded upon attention to the small things rather than to the large things; to the every day things nearest to us rather than to the things that are remote and uncommon.,Booker T. Washington
"If you want to lift yourself up, lift up someone else.",Booker T. Washington
"Associate yourself with people of good quality, for it is better to be alone than in bad company.",Booker T. Washington
I shall allow no man to belittle my soul by making me hate him.,Booker T. Washington
One man cannot hold another man down in the ditch without remaining down in the ditch with him.,Booker T. Washington
"Few things can help an individual more than to place responsibility on him, and to let him know that you trust him.",Booker T. Washington
"There are two ways of exerting one's strength: one is pushing down, the other is pulling up.",Booker T. Washington
"Dignify and glorify common labor. It is at the bottom of life that we must begin, not at the top.",Booker T. Washington
"Character, not circumstances, makes the man.",Booker T. Washington
"If you can't read, it's going to be hard to realize dreams.",Booker T. Washington
Excellence is to do a common thing in an uncommon way.,Booker T. Washington
"Nothing ever comes to one, that is worth having, except as a result of hard work.",Booker T. Washington
Success is to be measured not so much by the position that one has reached in life as by the obstacles which he has overcome.,Booker T. Washington
"To hold a man down, you have to stay down with him.",Booker T. Washington
Character is power.,Booker T. Washington
No greater injury can be done to any youth than to let him feel that because he belongs to this or that race he will be advanced in life regardless of his own merits or efforts.,Booker T. Washington
No race can prosper till it learns that there is as much dignity in tilling a field as in writing a poem.,Booker T. Washington
You can't hold a man down without staying down with him.,Booker T. Washington
"At the bottom of education, at the bottom of politics, even at the bottom of religion, there must be for our race economic independence.",Booker T. Washington
"We do not want the men of another color for our brothers-in-law, but we do want them for our brothers.",Booker T. Washington
"There is no power on earth that can neutralize the influence of a high, simple and useful life.",Booker T. Washington
We must reinforce argument with results.,Booker T. Washington
"The individual who can do something that the world wants done will, in the end, make his way regardless of his race.",Booker T. Washington
"No man, who continues to add something to the material, intellectual and moral well-being of the place in which he lives, is left long without proper reward.",Booker T. Washington
Nothing in this world can take the place of persistence. Talent will not: nothing is more common than unsuccessful men with talent. Genius will not; unrewarded genius is almost a proverb. Education will not: the world is full of educated derelicts. Persistence and determination alone are omnipotent.,Calvin Coolidge
"Knowledge comes, but wisdom lingers. It may not be difficult to store up in the mind a vast quantity of facts within a comparatively short time, but the ability to form judgments requires the severe discipline of hard work and the tempering heat of experience and maturity.",Calvin Coolidge
To live under the American Constitution is the greatest political privilege that was ever accorded to the human race.,Calvin Coolidge
"All growth depends upon activity. There is no development physically or intellectually without effort, and effort means work.",Calvin Coolidge
I have never been hurt by what I have not said.,Calvin Coolidge
It is only when men begin to worship that they begin to grow.,Calvin Coolidge
"We do not need more intellectual power, we need more spiritual power. We do not need more of the things that are seen, we need more of the things that are unseen.",Calvin Coolidge
"Christmas is not a time nor a season, but a state of mind. To cherish peace and goodwill, to be plenteous in mercy, is to have the real spirit of Christmas.",Calvin Coolidge
"If you see ten troubles coming down the road, you can be sure that nine will run into the ditch before they reach you.",Calvin Coolidge
"The man who builds a factory builds a temple, that the man who works there worships there, and to each is due, not scorn and blame, but reverence and praise.",Calvin Coolidge
Ultimately property rights and personal rights are the same thing.,Calvin Coolidge
No person was ever honored for what he received. Honor has been the reward for what he gave.,Calvin Coolidge
"There is no dignity quite so impressive, and no one independence quite so important, as living within your means.",Calvin Coolidge
Patriotism is easy to understand in America. It means looking out for yourself by looking out for your country.,Calvin Coolidge
Perhaps one of the most important accomplishments of my administration has been minding my own business.,Calvin Coolidge
No man ever listened himself out of a job.,Calvin Coolidge
I have noticed that nothing I never said ever did me any harm.,Calvin Coolidge
"The right thing to do never requires any subterfuge, it is always simple and direct.",Calvin Coolidge
I have found it advisable not to give too much heed to what people say when I am trying to accomplish something of consequence. Invariably they proclaim it can't be done. I deem that the very best time to make the effort.,Calvin Coolidge
"Industry, thrift and self-control are not sought because they create wealth, but because they create character.",Calvin Coolidge
"You can't know too much, but you can say too much.",Calvin Coolidge
"They criticize me for harping on the obvious; if all the folks in the United States would do the few simple things they know they ought to do, most of our big problems would take care of themselves.",Calvin Coolidge
Don't expect to build up the weak by pulling down the strong.,Calvin Coolidge
Any man who does not like dogs and want them about does not deserve to be in the White House.,Calvin Coolidge
It takes a great man to be a good listener.,Calvin Coolidge
When people are bewildered they tend to become credulous.,Calvin Coolidge
"If you want to conquer fear, don't sit home and think about it. Go out and get busy.",Dale Carnegie
One of the most tragic things I know about human nature is that all of us tend to put off living. We are all dreaming of some magical rose garden over the horizon instead of enjoying the roses that are blooming outside our windows today.,Dale Carnegie
"Happiness doesn't depend on any external conditions, it is governed by our mental attitude.",Dale Carnegie
"Inaction breeds doubt and fear. Action breeds confidence and courage. If you want to conquer fear, do not sit home and think about it. Go out and get busy.",Dale Carnegie
"When dealing with people, remember you are not dealing with creatures of logic, but creatures of emotion.",Dale Carnegie
Today is life-the only life you are sure of. Make the most of today. Get interested in something. Shake yourself awake. Develop a hobby. Let the winds of enthusiasm sweep through you. Live today with gusto.,Dale Carnegie
"Flaming enthusiasm, backed up by horse sense and persistence, is the quality that most frequently makes for success.",Dale Carnegie
Take a chance! All life is a chance. The man who goes farthest is generally the one who is willing to do and dare.,Dale Carnegie
Remember happiness doesn't depend upon who you are or what you have; it depends solely on what you think.,Dale Carnegie
The successful man will profit from his mistakes and try again in a different way.,Dale Carnegie
People rarely succeed unless they have fun in what they are doing.,Dale Carnegie
"Don't be afraid to give your best to what seemingly are small jobs. Every time you conquer one it makes you that much stronger. If you do the little jobs well, the big ones will tend to take care of themselves.",Dale Carnegie
"Your purpose is to make your audience see what you saw, hear what you heard, feel what you felt. Relevant detail, couched in concrete, colorful language, is the best way to recreate the incident as it happened and to picture it for the audience.",Dale Carnegie
Most of us have far more courage than we ever dreamed we possessed.,Dale Carnegie
"Our fatigue is often caused not by work, but by worry, frustration and resentment.",Dale Carnegie
First ask yourself: What is the worst that can happen? Then prepare to accept it. Then proceed to improve on the worst.,Dale Carnegie
"Are you bored with life? Then throw yourself into some work you believe in with all your heart, live for it, die for it, and you will find happiness that you had thought could never be yours.",Dale Carnegie
Speakers who talk about what life has taught them never fail to keep the attention of their listeners.,Dale Carnegie
Most of the important things in the world have been accomplished by people who have kept on trying when there seemed to be no hope at all.,Dale Carnegie
The only way to get the best of an argument is to avoid it.,Dale Carnegie
"There are four ways, and only four ways, in which we have contact with the world. We are evaluated and classified by these four contacts: what we do, how we look, what we say, and how we say it.",Dale Carnegie
Develop success from failures. Discouragement and failure are two of the surest stepping stones to success.,Dale Carnegie
"You can conquer almost any fear if you will only make up your mind to do so. For remember, fear doesn't exist anywhere except in the mind.",Dale Carnegie
Do the hard jobs first. The easy jobs will take care of themselves.,Dale Carnegie
"Feeling sorry for yourself, and your present condition, is not only a waste of energy but the worst habit you could possibly have.",Dale Carnegie
You never achieve success unless you like what you are doing.,Dale Carnegie
"Learn to enjoy every minute of your life. Be happy now. Don't wait for something outside of yourself to make you happy in the future. Think how really precious is the time you have to spend, whether it's at work or with your family. Every minute should be enjoyed and savored.",Earl Nightingale
"We are at our very best, and we are happiest, when we are fully engaged in work we enjoy on the journey toward the goal we've established for ourselves. It gives meaning to our time off and comfort to our sleep. It makes everything else in life so wonderful, so worthwhile.",Earl Nightingale
"All you need is the plan, the road map, and the courage to press on to your destination.",Earl Nightingale
We all walk in the dark and each of us must learn to turn on his or her own light.,Earl Nightingale
"Our environment, the world in which we live and work, is a mirror of our attitudes and expectations.",Earl Nightingale
Whatever we plant in our subconscious mind and nourish with repetition and emotion will one day become a reality.,Earl Nightingale
Your problem is to bridge the gap which exists between where you are now and the goal you intend to reach.,Earl Nightingale
Always keep that happy attitude. Pretend that you are holding a beautiful fragrant bouquet.,Earl Nightingale
"The biggest mistake that you can make is to believe that you are working for somebody else. Job security is gone. The driving force of a career must come from the individual. Remember: Jobs are owned by the company, you own your career!",Earl Nightingale
Don't let the fear of the time it will take to accomplish something stand in the way of your doing it. The time will pass anyway; we might just as well put that passing time to the best possible use.,Earl Nightingale
People with goals succeed because they know where they're going.,Earl Nightingale
A great attitude does much more than turn on the lights in our worlds; it seems to magically connect us to all sorts of serendipitous opportunities that were somehow absent before the change.,Earl Nightingale
Our attitude towards others determines their attitude towards us.,Earl Nightingale
We will receive not what we idly wish for but what we justly earn. Our rewards will always be in exact proportion to our service.,Earl Nightingale
Creativity is a natural extension of our enthusiasm.,Earl Nightingale
"You are, at this moment, standing, right in the middle of your own 'acres of diamonds.'",Earl Nightingale
Success is the progressive realization of a worthy goal or ideal.,Earl Nightingale
The mind moves in the direction of our currently dominant thoughts.,Earl Nightingale
"The more intensely we feel about an idea or a goal, the more assuredly the idea, buried deep in our subconscious, will direct us along the path to its fulfillment.",Earl Nightingale
You'll find boredom where there is the absence of a good idea.,Earl Nightingale
Your world is a living expression of how you are using and have used your mind.,Earl Nightingale
"Ideas are elusive, slippery things. Best to keep a pad of paper and a pencil at your bedside, so you can stab them during the night before they get away.",Earl Nightingale
All you have to do is know where you're going. The answers will come to you of their own accord.,Earl Nightingale
Any person who contributes to prosperity must prosper in turn.,Earl Nightingale
We tend to live up to our expectations.,Earl Nightingale
"Wherever there is danger, there lurks opportunity; whenever there is opportunity, there lurks danger. The two are inseparable. They go together.",Earl Nightingale
"An organization's ability to learn, and translate that learning into action rapidly, is the ultimate competitive advantage.",Jack Welch
"Good business leaders create a vision, articulate the vision, passionately own the vision, and relentlessly drive it to completion.",Jack Welch
"Number one, cash is king... number two, communicate... number three, buy or bury the competition.",Jack Welch
"Globalization has changed us into a company that searches the world, not just to sell or to source, but to find intellectual capital - the world's best talents and greatest ideas.",Jack Welch
"Management is all about managing in the short term, while developing the plans for the long term.",Jack Welch
I've learned that mistakes can often be as good a teacher as success.,Jack Welch
"There's no such thing as work-life balance. There are work-life choices, and you make them, and they have consequences.",Jack Welch
If you pick the right people and give them the opportunity to spread their wings and put compensation as a carrier behind it you almost don't have to manage them.,Jack Welch
"You've got to eat while you dream. You've got to deliver on short-range commitments, while you develop a long-range strategy and vision and implement it. The success of doing both. Walking and chewing gum if you will. Getting it done in the short-range, and delivering a long-range plan, and executing on that.",Jack Welch
"Before you are a leader, success is all about growing yourself. When you become a leader, success is all about growing others.",Jack Welch
Strong managers who make tough decisions to cut jobs provide the only true job security in today's world. Weak managers are the problem. Weak managers destroy jobs.,Jack Welch
"A strategy is something like, an innovative new product; globalization, taking your products around the world; be the low-cost producer. A strategy is something you can touch; you can motivate people with; be number one and number two in every business. You can energize people around the message.",Jack Welch
You can't grow long-term if you can't eat short-term. Anybody can manage short. Anybody can manage long. Balancing those two things is what management is.,Jack Welch
Giving people self-confidence is by far the most important thing that I can do. Because then they will act.,Jack Welch
Be candid with everyone.,Jack Welch
Culture drives great results.,Jack Welch
"Willingness to change is a strength, even if it means plunging part of the company into total confusion for a while.",Jack Welch
"The 1980s will seem like a walk in the park when compared to new global challenges, where annual productivity increases of 6% may not be enough. A combination of software, brains, and running harder will be needed to bring that percentage up to 8% or 9%.",Jack Welch
"Out-innovating them is the way to beat China. And to do everything that we do in this country to support innovative policy, that drives innovation and new products and more jobs and creates jobs. You can't - you can't put a wall up around here. We tried that in the '30s. It didn't work.",Jack Welch
The essence of competitiveness is liberated when we make people believe that what they think and do is important - and then get out of their way while they do it.,Jack Welch
"Face reality as it is, not as it was or as you wish it to be.",Jack Welch
You got to be rigorous in your appraisal system. The biggest cowards are managers who don't let people know where they stand.,Jack Welch
Control your own destiny or someone else will.,Jack Welch
"Public hangings are teaching moments. Every company has to do it. A teaching moment is worth a thousand CEO speeches. CEOs can talk and blab each day about culture, but the employees all know who the jerks are. They could name the jerks for you. It's just cultural. People just don't want to do it.",Jack Welch
"I was never the smartest guy in the room. From the first person I hired, I was never the smartest guy in the room. And that's a big deal. And if you're going to be a leader - if you're a leader and you're the smartest guy in the world - in the room, you've got real problems.",Jack Welch
Don't manage - lead change before you have to.,Jack Welch
A brand for a company is like a reputation for a person. You earn reputation by trying to do hard things well.,Jeff Bezos
Life's too short to hang out with people who aren't resourceful.,Jeff Bezos
"We see our customers as invited guests to a party, and we are the hosts. It's our job every day to make every important aspect of the customer experience a little bit better.",Jeff Bezos
What we need to do is always lean into the future; when the world changes around you and when it changes against you - what used to be a tail wind is now a head wind - you have to lean into that and figure out what to do because complaining isn't a strategy.,Jeff Bezos
"The best customer service is if the customer doesn't need to call you, doesn't need to talk to you. It just works.",Jeff Bezos
"No matter what your mission is, have some notion in your head. Forget the model, whether it's government or nonprofit or profit. Ask yourself the more important question: Is my mission improving the world? Are you sure about it? Seek to disconfirm that all the time. And if you can, change your mission.",Jeff Bezos
My view is there's no bad time to innovate.,Jeff Bezos
I'm a genetic optimist.,Jeff Bezos
What's dangerous is not to evolve.,Jeff Bezos
I believe you have to be willing to be misunderstood if you're going to innovate.,Jeff Bezos
There'll always be serendipity involved in discovery.,Jeff Bezos
"We've had three big ideas at Amazon that we've stuck with for 18 years, and they're the reason we're successful: Put the customer first. Invent. And be patient.",Jeff Bezos
Great industries are never made from single companies. There is room in space for a lot of winners.,Jeff Bezos
"If you're competitor-focused, you have to wait until there is a competitor doing something. Being customer-focused allows you to be more pioneering.",Jeff Bezos
It's not an experiment if you know it's going to work.,Jeff Bezos
"The thing that motivates me is a very common form of motivation. And that is, with other folks counting on me, it's so easy to be motivated.",Jeff Bezos
"The special ops guys and the firefighters around the world have this great phrase. They say, 'Slow is smooth, and smooth is fast,' and that is true. Everything I've accomplished in my life has been because of that attitude.",Jeff Bezos
"I think frugality drives innovation, just like other constraints do. One of the only ways to get out of a tight box is to invent your way out.",Jeff Bezos
"You know you're not anonymous on our site. We're greeting you by name, showing you past purchases, to the degree that you can arrange to have transparency combined with an explanation of what the consumer benefit is.",Jeff Bezos
"The common question that gets asked in business is, 'why?' That's a good question, but an equally valid question is, 'why not?'",Jeff Bezos
"If you can't tolerate critics, don't do anything new or interesting.",Jeff Bezos
The human brain is an incredible pattern-matching machine.,Jeff Bezos
"If you do build a great experience, customers tell each other about that. Word of mouth is very powerful.",Jeff Bezos
"Real estate is the key cost of physical retailers. That's why there's the old saw: location, location, location.",Jeff Bezos
"I don't think that you can invent on behalf of customers unless you're willing to think long-term, because a lot of invention doesn't work. If you're going to invent, it means you're going to experiment, and if you're going to experiment, you're going to fail, and if you're going to fail, you have to think long term.",Jeff Bezos
Amazon.com strives to be the e-commerce destination where consumers can find and discover anything they want to buy online.,Jeff Bezos
"The biggest risk is not taking any risk... In a world that changing really quickly, the only strategy that is guaranteed to fail is not taking risks.",Mark Zuckerberg
"When people are connected, we can just do some great things. They have the opportunity to get access to jobs, education, health, communications. We have the opportunity to bring the people we care about closer to us. It really makes a big difference.",Mark Zuckerberg
Facebook was not originally created to be a company. It was built to accomplish a social mission - to make the world more open and connected.,Mark Zuckerberg
"Think about what people are doing on Facebook today. They're keeping up with their friends and family, but they're also building an image and identity for themselves, which in a sense is their brand. They're connecting with the audience that they want to connect to. It's almost a disadvantage if you're not on it now.",Mark Zuckerberg
"There is a huge need and a huge opportunity to get everyone in the world connected, to give everyone a voice and to help transform society for the future. The scale of the technology and infrastructure that must be built is unprecedented, and we believe this is the most important problem we can focus on.",Mark Zuckerberg
"Move fast and break things. Unless you are breaking stuff, you are not moving fast enough.",Mark Zuckerberg
Connectivity is a human right.,Mark Zuckerberg
"Bill Gates has always been a mentor and inspiration for me even before I knew him. Just growing up, I admired how Microsoft was mission-focused.",Mark Zuckerberg
Our philosophy is that we care about people first.,Mark Zuckerberg
"It's not that every single thing that happens on Facebook is gonna be good. This is humanity. People use tools for good and bad, but I think that we have a clear responsibility to make sure that the good is amplified and to do everything we can to mitigate the bad.",Mark Zuckerberg
You get a reputation for stability if you are stable for years.,Mark Zuckerberg
The only meat I eat is from animals I've killed myself.,Mark Zuckerberg
"I feel like the thing we can do is celebrate people doing great work and create more cultural momentum and awareness that this is an important thing in the world. So when the next economic crisis hits and people are talking about where to cut from the budget, science isn't the thing.",Mark Zuckerberg
Our goal is not to build a platform; it's to be cross all of them.,Mark Zuckerberg
I always tell people that you should only hire people to be on your team if you would work for them.,Mark Zuckerberg
"When Facebook was getting started, nothing used real identity - everything was anonymous or pseudonymous - and I thought that real identity should play a bigger part than it did.",Mark Zuckerberg
Facebook is really about communicating and telling stories... We think that people can really help spread awareness of organ donation and that they want to participate in this to their friends. And that can be a big part of helping solve the crisis that's out there.,Mark Zuckerberg
"Founding a company is hard. Most of it isn't smooth. You'll have to make very hard decisions. You have to fire a few people. Therefore, if you don't believe in your mission, giving up is easy. The majority of founders give up. But the best founders don't give up.",Mark Zuckerberg
All of my friends who have younger siblings who are going to college or high school - my number one piece of advice is: You should learn how to program.,Mark Zuckerberg
"We're at a point now where we've built AI tools to detect when terrorists are trying to spread content, and 99 percent of the terrorist content that we take down, our systems flag before any human sees them or flags them for us.",Mark Zuckerberg
"We are a mission-driven company. In order to do this, we have to build a great team. And in order to do that, you need people to know they can make a bunch of money. So we need a business model to make a lot of money.",Mark Zuckerberg
"The question isn't, 'What do we want to know about people?', It's, 'What do people want to tell about themselves?'",Mark Zuckerberg
"Connectivity just can't be a privilege for people in the richest countries. We believe that connecting everyone in the world is one of the great challenges of our generation, and that's why we are happy to play whatever small part in that that we can.",Mark Zuckerberg
"Now the playbook is we build AI tools to go find these fake accounts, find coordinated networks of inauthentic activity, and take them down; we make it much harder for anyone to advertise in ways that they shouldn't be.",Mark Zuckerberg
"Back, you know, a few generations ago, people didn't have a way to share information and express their opinions efficiently to a lot of people. But now they do. Right now, with social networks and other tools on the Internet, all of these 500 million people have a way to say what they're thinking and have their voice be heard.",Mark Zuckerberg
